48,4117.125749588013,508488,191.1875
47,3383.594036102295,470716,161.5625
60,10003.726720809937,1040134,262.4375
46,3265.3424739837646,443610,126.7578125
45,2876.831531524658,411548,173.6015625
50,4143.4125900268555,574372,199.0703125
44,2731.034517288208,389110,155.671875
49,4000.195026397705,535540,163.9609375
43,2524.3985652923584,359028,114.5859375
42,2335.9646797180176,337600,124.890625
39,1962.3491764068604,270480,144.921875
41,2194.300651550293,312266,154.3984375
38,1862.7469539642334,253202,103.4453125
37,1751.2495517730713,232852,135.5546875
40,2097.8689193725586,294688,108.0234375
36,1675.959825515747,218678,109.8046875
33,1443.816900253296,170356,115.890625
32,1385.6511116027832,159328,81.125
35,1574.178695678711,199726,126.484375
90,27764.416933059692,3363296,335.6484375
31,1180.229663848877,140446,107.359375
34,1512.6700401306152,186268,107.375
30,1044.6865558624268,127222,70.7890625
27,669.5051193237305,88586,91.421875
26,587.3467922210693,79468,55.3046875
29,895.5130577087402,112090,99.2734375
25,499.1276264190674,69156,83.7265625
24,440.84692001342773,62264,80.0
28,801.1770248413086,101798,95.375
23,372.6780414581299,53324,57.703125
21,287.10031509399414,40384,67.9296875
20,257.66468048095703,35854,65.640625
22,328.3886909484863,47202,72.796875
19,226.00197792053223,30206,61.96875
18,202.5461196899414,26388,58.5
15,125.92315673828125,15006,33.8203125
14,97.06950187683105,12174,43.46875
17,183.06922912597656,22156,48.515625
13,69.0622329711914,9258,40.2734375
12,53.518056869506836,7454,37.25
11,38.494110107421875,5450,34.234375
16,170.40276527404785,19368,49.796875
10,30.289173126220703,4212,31.359375
9,23.853540420532227,3004,26.546875
6,6.376981735229492,846,18.515625
5,3.799915313720703,446,12.828125
4,2.532482147216797,254,13.3671875
3,0.7359981536865234,82,10.828125
2,0.28324127197265625,24,8.265625
1,0.010251998901367188,1,0.421875
8,20.26510238647461,2288,23.8046875
7,10.541200637817383,1354,21.09375
80,16901.92985534668,2387496,308.46875
70,12638.322830200195,1639042,268.9609375
140,105753.84402275085,13238694,637.84375
120,65326.08771324158,8398008,472.21875
100,31773.974180221558,4659574,382.078125
200,290527.15492248535,37495488,1209.515625
180,169445.59621810913,27120822,1076.2734375
160,123048.81477355957,19217312,783.25
500,4994388.196229935,618833390,7308.828125
400,1927504.9233436584,300761096,4699.765625
300,846360.7685565948,128498446,2613.40625
