48,5010.3514194488525,738748,251.8984375
47,4728.686094284058,679510,244.078125
60,12058.931350708008,1500458,296.2578125
46,4441.069602966309,633616,244.484375
50,5919.80504989624,822576,257.84375
45,4134.6704959869385,590408,237.1484375
44,3903.7978649139404,557230,234.828125
49,5535.23325920105,774748,256.2265625
43,3615.6675815582275,513670,229.21875
42,3362.9353046417236,480376,229.34375
39,2834.5913887023926,387852,218.46875
41,3172.907829284668,448680,228.8515625
38,2696.574926376343,359450,221.9609375
40,3113.7824058532715,424538,226.234375
90,33776.63254737854,4867622,442.875
37,2659.9624156951904,332886,215.75
36,2581.596612930298,312424,214.9609375
33,2264.7740840911865,245902,207.2265625
35,2482.5847148895264,285780,211.794921875
32,2219.744920730591,230944,205.234375
31,1898.552656173706,201780,200.5703125
34,2406.2108993530273,265336,212.5
27,1050.6618022918701,125450,194.890625
30,1647.118330001831,179742,202.203125
26,909.7304344177246,111358,192.65625
25,788.1591320037842,98456,192.3671875
29,1428.1632900238037,159494,199.015625
24,704.2272090911865,88982,189.615234375
23,594.0768718719482,75723,189.578125
28,1279.3560028076172,144426,199.0234375
22,511.9612216949463,65784,186.859375
21,454.93102073669434,56927,184.3125
18,320.0106620788574,36686,171.5859375
20,408.83326530456543,50352,178.9375
17,293.78509521484375,31491,176.84375
19,361.8643283843994,42511,185.53125
16,272.4325656890869,27620,176.3515625
12,84.54275131225586,10354,145.8828125
15,201.77602767944336,21302,171.3828125
11,62.65878677368164,7626,136.8515625
10,48.55990409851074,5718,107.765625
9,39.33596611022949,4218,70.185546875
14,151.24106407165527,16766,171.6328125
8,32.65047073364258,3170,101.84375
7,18.956661224365234,1934,64.9921875
6,10.439872741699219,1144,59.890625
5,6.273746490478516,643,42.359375
4,4.209995269775391,334,22.3125
3,1.4879703521728516,128,18.84375
2,0.41747093200683594,28,7.875
1,0.0247955322265625,0,0.6953125
13,111.00983619689941,12998,133.2734375
80,25901.435613632202,3485612,385.40625
70,18775.923490524292,2364876,337.015625
140,149140.6500339508,19332174,808.8046875
120,95496.58584594727,12272774,637.4375
100,45994.92931365967,6775416,503.9921875
200,374800.4674911499,55004394,1454.0078125
180,250232.8052520752,39671124,1210.7421875
160,181727.91504859924,28235904,995.3515625
500,7022640.362024307,910740132,8048.921875
400,2856883.3451271057,443027676,5227.8515625
300,1250983.2768440247,188675498,3023.2421875
