N,time
18,1
18,63
18,127
18,1
18,1
18,127
18,1
18,63
18,127
18,255
18,255
18,1
18,1
18,1
18,15
18,127
18,1
18,1
18,127
18,127
18,1
18,127
18,1
18,63
18,1
18,127
18,255
18,1
18,1
18,1
18,1
18,255
18,127
18,15
18,1
18,255
18,1
18,127
18,1
18,1
18,1
18,127
18,1
18,15
18,1
18,1
18,1
18,1023
18,127
18,255
18,1
18,63
18,127
18,63
18,1
18,1
18,1
18,1
18,63
18,63
18,1
18,15
18,63
18,1
18,1
18,1
18,255
18,127
18,1
18,127
18,1
18,15
18,1
18,127
18,255
18,1
18,127
18,1
18,127
18,1
18,1
18,1
18,15
18,1
18,127
18,511
18,1
18,127
18,1
18,127
18,1
18,31
18,127
18,3071
18,1
18,1
18,1
18,1
18,1
18,1
18,1
18,1
18,1
18,1
18,1
18,1
18,1
18,7
18,1
18,127
18,127
18,1
18,127
18,31
18,127
18,127
18,1
18,7
18,1
18,63
18,1
18,63
18,1
18,31
18,1
18,127
18,15
18,1
18,31
18,127
18,1
18,127
18,1
18,255
18,1
18,31
18,1
18,1
18,1
18,1
18,1
18,63
18,1
18,3
18,127
18,1
18,1
18,1
18,1
18,1
18,31
18,2047
18,63
18,127
18,1
18,63
18,127
18,1
18,1
18,1
18,1
18,1
18,1
18,1
18,1
18,127
18,7
18,511
18,1
18,1
18,1
18,1
18,1
18,1
18,1
18,1
18,1
18,1
18,1
18,1
18,1
18,127
18,1
18,3
18,1
18,1
18,1
18,4095
18,1
18,1
18,1
18,1
18,1
18,1
18,1
18,1
18,1
18,1
18,1
18,1
18,1
18,1
18,1
18,1
18,1
18,127
18,255
18,1
18,63
18,1
18,63
18,1
18,63
18,1
18,1
18,1
18,63
18,1
18,1
18,1
18,1
18,1
18,1
18,1
18,1
18,127
18,1
18,127
18,63
18,127
18,1
18,127
18,1
18,127
18,127
18,1023
18,255
18,1
18,1
18,1
18,1
18,1
18,1
18,1
18,1
18,1
18,1
18,1
18,1
18,127
18,63
18,127
18,1
18,1
18,127
18,255
18,127
18,1
18,31
18,1
18,63
18,2047
18,1
18,1
18,1
18,127
18,1
18,255
18,1
18,63
18,1
18,255
18,1
18,7
18,1
18,127
18,1
18,1
18,63
18,15
18,31
18,127
18,1
18,63
18,1
18,1
18,1
18,31
18,127
18,127
18,1
18,3
18,255
18,127
18,1
18,63
18,7
18,1
18,7
18,127
18,1
18,63
18,63
18,3
18,15
18,1
18,255
18,1
18,127
18,1
18,127
18,1
18,31
18,1
18,7
18,1
18,31
18,1
18,31
18,1
18,255
18,1
18,31
18,1
18,63
19,1
19,1
19,1
19,127
19,1
19,1
19,1
19,63
19,1
19,127
19,1
19,63
19,255
19,127
19,1
19,63
19,1
19,1
19,127
19,1
19,127
19,127
19,255
19,255
19,1
19,63
19,1
19,127
19,1
19,1
19,1
19,1
19,1
19,127
19,1
19,1
19,1
19,1
19,1
19,127
19,1
19,1
19,255
19,31
19,4095
19,1
19,1
19,1
19,1
19,1
19,1
19,1
19,1
19,1
19,1
19,1
19,1
19,1
19,1
19,1
19,1
19,127
19,1
19,1
19,1
19,1
19,3
19,1
19,63
19,1
19,1
19,1
19,31
19,1
19,255
19,1
19,127
19,1
19,1
19,1
19,511
19,1
19,31
19,1
